date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
20/2/2022,26832,68,18459,251684,595,4701,223,11770,10138,3637,1828,19331,1972,1296,2341,1828,7593,5998,3497,2243,1223,554,195,0,0,0,26,449,17,103
21/2/2022,25099,85,17749,258991,275,4389,199,10936,9575,3375,1676,18041,1964,1210,2165,1676,6798,5647,3389,2207,1242,535,187,0,0,0,3,233,1,38
22/2/2022,27179,120,19037,267090,428,4800,261,11774,10344,3783,1765,19424,2125,1350,2433,1765,7402,6073,3634,2315,1373,568,184,0,0,0,13,337,2,76
23/2/2022,31199,119,20399,277835,629,5628,362,12931,12278,4389,2067,21944,2554,1595,2794,2067,8591,6838,3926,2589,1549,739,266,0,0,0,13,504,38,72
24/2/2022,32070,209,23332,286527,543,5095,385,13060,13530,4013,1911,23538,2553,1557,2456,1911,8445,7674,4581,2838,1692,620,241,0,0,21,96,317,9,100
25/2/2022,30644,257,22678,294436,525,5208,369,12261,12806,3934,1629,22540,2491,1552,2382,1629,8667,6968,4242,2663,1634,652,205,0,0,0,45,141,97,242
26/2/2022,27299,256,22710,298982,372,4591,411,10487,11810,3548,1462,19914,2296,1455,2093,1462,7455,6325,3808,2326,1428,646,222,0,0,20,40,246,22,44
27/2/2022,24466,246,22380,301029,270,4166,316,9221,10763,3232,1250,17716,2157,1345,1887,1250,6683,5575,3296,2162,1363,585,209,0,0,0,4,81,0,185
28/2/2022,23100,298,30624,293430,154,3677,411,8512,10500,2897,1188,16748,2178,1230,1667,1188,6042,5454,3191,2061,1321,636,221,0,0,11,5,66,4,68
1/3/2022,25854,448,25548,293658,484,4058,373,9418,12005,3205,1291,18785,2480,1350,1855,1291,7065,5942,3460,2318,1602,645,233,15,0,1,2,9,0,28
2/3/2022,27500,428,27557,293486,362,4393,484,9701,12922,3530,1300,19879,2688,1619,1911,1300,7385,6267,3767,2460,1690,748,250,0,0,4,14,279,4,73
3/3/2022,32467,413,27629,298238,472,4969,581,11485,15432,4139,1586,23662,2945,1833,2306,1586,9003,7569,4253,2837,1884,775,286,0,0,8,40,256,34,134
4/3/2022,33209,441,26352,305017,472,5164,617,10958,16470,4165,1517,24396,3044,1880,2285,1517,8977,7911,4498,3010,1865,863,316,0,0,0,0,6,0,2
5/3/2022,33406,342,27143,311213,394,4899,617,10847,17043,4011,1508,24815,3072,1800,2211,1508,9184,8120,4610,2901,1942,807,323,0,0,0,0,0,0,0
6/3/2022,27435,254,30335,308258,216,4055,516,8670,14194,3330,1110,20164,2692,1573,1757,1110,7310,6649,3766,2439,1622,757,313,0,0,0,0,1,0,0
7/3/2022,26856,211,30726,304311,487,3820,550,8778,13708,3198,1188,19679,2680,1537,1661,1188,7235,6369,3731,2344,1590,792,298,0,0,0,0,1,0,5
8/3/2022,31490,473,29035,306687,498,4410,656,9771,16653,3721,1327,23306,3048,1773,1948,1327,8820,7477,4253,2756,1840,869,339,0,0,0,0,23,0,0
9/3/2022,30246,418,26653,310167,327,4258,630,9089,16269,3513,1244,22251,3161,1719,1794,1244,8097,7236,4142,2776,1921,917,323,0,0,0,0,0,0,0
10/3/2022,30787,608,26457,314427,282,4429,668,9082,16608,3715,1293,22491,3092,1815,1900,1293,8125,7332,4174,2860,1851,905,336,0,0,0,2,0,0,11
11/3/2022,32800,541,24444,322707,309,4756,769,9105,18170,4045,1276,23961,3348,1966,2079,1276,8768,7782,4329,3082,2060,927,361,0,0,0,12,21,0,17
12/3/2022,26250,545,25089,323791,269,3545,692,7134,14879,3078,984,19372,2814,1511,1567,984,6951,6227,3712,2482,1724,788,302,0,0,0,0,4,0,0
13/3/2022,22535,361,25356,320883,163,3207,502,6042,12784,2735,836,16449,2436,1426,1309,836,5952,5363,3028,2106,1448,700,288,0,0,7,40,8,61,153
14/3/2022,22030,394,33872,308949,180,3109,547,5798,12576,2653,744,16293,2311,1380,1273,744,5818,5165,3167,2143,1339,677,295,0,0,3,7,56,10,104
15/3/2022,26534,691,31234,304154,340,3789,668,6577,15500,3308,1039,19292,2746,1671,1637,1039,6936,6295,3590,2471,1679,767,300,0,0,3,7,56,10,104
16/3/2022,28298,697,33009,299338,235,4361,747,7150,16040,3394,1079,20743,2894,1627,1767,1079,7429,6789,3923,2602,1762,783,349,0,0,0,40,227,12,61
17/3/2022,27004,719,29450,296806,447,3785,750,6314,16155,3211,914,19763,2838,1600,1611,914,6934,6514,3811,2504,1719,774,345,0,0,3,131,80,107,126
18/3/2022,24241,521,26615,294373,174,3302,689,5887,14363,2930,903,17754,2517,1482,1448,903,6227,5828,3363,2336,1488,726,303,0,0,5,37,74,2,56
19/3/2022,22341,524,33347,283282,324,3176,680,4977,13508,2783,842,16138,2300,1379,1404,842,5683,5395,3052,2008,1409,616,275,0,0,3,72,68,9,172
20/3/2022,19105,386,28250,274066,96,2677,575,4215,11638,2468,689,13991,1948,1269,1199,689,4915,4565,2618,1893,1189,508,251,0,0,2,28,47,2,17
21/3/2022,17828,407,28003,263828,56,2655,555,4093,10525,2357,709,12703,1900,1143,1214,709,4424,4118,2466,1695,1114,541,245,0,0,0,13,24,0,19
22/3/2022,21483,394,32561,252677,173,2949,720,4603,13211,2743,780,15613,2135,1296,1447,780,5509,5134,2982,1988,1242,591,302,0,0,0,44,83,1,45
23/3/2022,22491,382,26234,248869,106,3148,723,4688,13932,2779,791,16423,2282,1368,1411,791,5266,5515,3459,2183,1325,652,305,0,0,0,44,83,1,45
24/3/2022,24316,297,25512,247609,173,3015,858,5135,15308,2893,1051,17734,2411,1280,1613,1051,6016,5899,3545,2274,1435,695,281,0,0,0,52,15,0,39
25/3/2022,21839,287,22324,247072,38,2992,867,4726,13254,2911,1023,15464,2080,1236,1675,1023,5349,5039,3061,2015,1237,587,256,0,0,0,61,17,0,95
26/3/2022,20923,228,25467,242494,39,3005,904,4142,12872,2970,923,14765,2082,1312,1658,923,4938,4911,2958,1958,1244,586,252,0,0,0,16,16,0,6
27/3/2022,16863,238,26171,233148,30,2172,712,3379,10600,2403,757,12050,1647,1105,1298,757,4098,4035,2347,1570,992,461,194,0,0,0,7,18,0,14
28/3/2022,13336,189,25552,220878,51,2003,513,2503,8317,1851,496,9256,1465,861,990,496,3046,3064,1868,1278,839,438,188,0,0,0,11,19,0,21
29/3/2022,15215,250,24152,211877,47,2299,609,3071,9236,2171,642,10605,1545,970,1201,642,3545,3555,2125,1380,891,455,199,0,0,0,17,29,0,1
30/3/2022,15941,168,21186,206599,60,2288,690,3135,9828,2267,739,11186,1511,907,1360,739,3787,3797,2163,1439,939,405,167,0,0,0,45,12,0,3
31/3/2022,18560,187,18253,206862,7,2843,799,3420,11498,2760,773,13048,1598,1203,1557,773,4427,4486,2585,1550,940,456,202,0,0,0,45,12,0,3
1/4/2022,17476,164,17321,206987,78,2672,801,3167,10836,2617,802,12108,1530,1096,1521,802,4192,4140,2311,1465,894,440,196,4,2,1,1,16,0,9
2/4/2022,14692,218,20383,201240,36,2101,658,2656,9277,2065,671,10363,1304,867,1198,671,3491,3600,1998,1274,789,361,154,0,2,8,5,292,33,153
3/4/2022,12380,462,20635,192955,8,1855,559,2316,7650,1753,598,8596,1140,743,1010,598,2919,2921,1698,1058,692,310,138,0,0,6,27,264,20,155
4/4/2022,10002,98,23302,179627,2,1481,463,1973,6085,1460,502,6960,972,613,847,502,2363,2295,1401,901,573,279,120,0,0,0,0,2,0,0
5/4/2022,12017,59,20431,171180,15,1801,550,2160,7506,1776,530,8483,1014,788,988,530,2936,2934,1603,1010,604,291,119,0,0,0,0,0,0,0
6/4/2022,12105,43,21029,162224,20,1743,573,2286,7503,1760,595,8417,1084,709,1051,595,2719,2935,1737,1026,643,305,136,0,0,0,0,1,0,0
7/4/2022,11994,25,16603,157579,44,1785,588,2291,7330,1737,740,8323,1040,681,1056,740,2567,2937,1725,1094,587,294,159,0,0,0,0,0,0,3
8/4/2022,14944,104,14045,158447,7,1925,671,2724,9624,1924,850,10564,1251,758,1166,850,3471,3635,2160,1298,744,349,158,0,0,0,3,3,0,11
9/4/2022,10177,53,15132,153471,32,1687,471,1924,6095,1516,608,6983,909,614,902,608,2361,2407,1434,781,556,235,118,0,0,0,0,0,0,0
10/4/2022,8112,25,15765,145806,35,1182,408,1657,4865,1250,614,5499,746,493,757,614,1801,2001,1028,669,426,219,101,0,0,0,0,0,0,0
11/4/2022,7739,23,19049,134477,82,1177,339,1480,4743,1148,551,5287,751,484,664,551,1628,1900,1090,669,434,186,131,0,0,0,0,168,0,45
12/4/2022,9002,52,16986,126463,140,1197,376,1885,5544,1189,759,6213,826,499,690,759,2000,2226,1251,736,480,240,106,0,0,0,0,9,0,0
13/4/2022,10052,21,15893,120600,127,1316,538,2145,6053,1401,953,6865,825,534,867,953,2167,2412,1403,883,485,232,108,0,0,0,0,125,0,2
14/4/2022,10413,27,13202,117793,284,1734,498,2250,5931,1576,1116,6874,842,662,914,1116,2158,2581,1289,846,510,227,105,0,0,0,3,280,0,1
15/4/2022,9673,25,14267,113183,405,1255,501,2371,5546,1345,1227,6303,794,533,812,1227,2043,2210,1267,783,479,206,109,0,0,0,11,394,0,0
16/4/2022,9705,30,14346,108530,507,1412,413,2171,5709,1214,1257,6258,777,510,704,1257,2085,2098,1311,764,476,200,101,0,0,0,0,498,0,9
17/4/2022,6623,13,11233,103908,205,794,305,1506,4018,815,708,4385,637,317,498,708,1489,1510,879,507,343,191,103,0,0,0,0,205,0,0
18/4/2022,7140,264,14423,96609,80,937,348,1563,4292,851,648,4801,704,322,529,648,1608,1614,978,601,414,206,84,0,0,0,0,80,0,0
19/4/2022,6069,110,10619,92047,465,670,325,1648,3426,694,982,3760,551,226,468,982,1235,1304,796,425,326,161,64,0,0,0,0,465,0,0
20/4/2022,6968,32,8267,90732,322,811,344,1812,4001,883,978,4504,601,324,559,978,1520,1544,925,515,363,170,68,0,0,0,0,322,0,0
21/4/2022,5899,16,8434,88192,129,745,282,1300,3572,773,650,3869,506,302,471,650,1311,1252,833,473,298,136,72,0,0,0,0,129,0,0
22/4/2022,6342,20,9111,85411,135,708,308,1508,3818,752,714,4238,534,262,490,714,1398,1462,839,539,298,169,67,0,0,0,10,125,0,0
23/4/2022,5624,17,10041,80985,53,675,313,1226,3410,762,563,3778,466,257,505,563,1231,1316,775,456,257,156,53,0,0,0,0,53,0,0
24/4/2022,4006,7,10223,74760,29,454,194,879,2479,500,415,2735,355,185,315,415,846,953,601,335,232,93,30,0,0,0,0,29,0,0
25/4/2022,2478,7,9215,68015,70,319,109,521,1529,294,258,1650,276,116,178,258,514,573,361,202,158,75,43,0,0,0,24,46,0,0
26/4/2022,3361,6,9484,61879,75,410,158,775,2018,421,400,2192,305,170,251,400,730,739,464,259,185,84,36,0,0,0,0,75,0,0
27/4/2022,3471,10,6900,58444,63,414,155,796,2106,426,391,2288,330,169,257,391,750,764,499,275,201,88,41,0,0,0,6,57,0,0
28/4/2022,2935,9,7585,53784,24,289,100,634,1912,275,274,2125,259,107,168,274,729,711,442,243,165,55,39,0,0,0,0,24,0,0
29/4/2022,2579,6,6055,50302,10,259,83,519,1718,231,184,1903,260,107,124,184,633,602,408,260,142,70,48,0,0,0,0,10,0,0
30/4/2022,2107,16,6890,45514,27,231,74,439,1363,213,179,1508,207,96,117,179,472,507,338,191,120,58,29,0,0,0,26,1,0,0
1/5/2022,1503,6,5839,41175,1,172,33,311,987,127,111,1086,160,72,55,111,395,310,250,131,76,56,28,6,0,2,26,4,0,23
2/5/2022,1352,4,6074,36448,0,167,30,229,926,114,77,1009,151,50,64,77,290,357,227,135,87,43,21,0,0,38,10,235,2,73
3/5/2022,922,1,5520,31841,0,97,39,170,616,103,74,619,126,39,64,74,252,213,93,61,79,35,12,0,0,9,75,127,72,111
4/5/2022,1054,1,4107,28785,0,162,100,191,601,221,68,558,207,67,154,68,171,187,114,86,118,69,20,0,0,0,1,14,0,0
5/5/2022,1278,3,2599,27462,0,162,66,202,848,163,71,894,150,53,110,71,259,313,216,106,85,46,19,0,0,0,0,0,0,0
6/5/2022,1251,9,3181,25525,0,152,23,207,869,113,58,941,137,64,49,58,318,301,206,116,66,50,21,0,0,0,0,0,0,0
7/5/2022,1372,5,3610,23284,0,157,31,269,915,136,72,1004,160,60,76,72,322,311,247,124,82,47,31,0,0,0,5,21,0,0
8/5/2022,2153,2,2869,22564,0,223,48,352,1530,216,109,1614,208,98,118,109,578,478,346,212,129,54,25,0,0,0,28,0,0,0
9/5/2022,2246,5,2433,22376,0,201,35,431,1579,191,133,1708,214,89,102,133,609,502,387,210,115,76,23,0,0,0,1,0,0,0
10/5/2022,2605,4,2014,22961,0,288,58,520,1739,256,189,1912,248,136,120,189,654,595,420,243,125,84,39,0,0,0,0,0,0,0
11/5/2022,3321,10,1416,24858,6,305,94,720,2202,343,259,2421,285,138,205,259,814,783,541,283,161,85,39,0,0,0,0,160,0,11
12/5/2022,3410,5,1430,26834,0,313,61,669,2367,314,222,2550,303,135,179,222,881,793,567,309,164,96,43,0,0,0,0,14,0,0
13/5/2022,3029,0,1116,28742,0,248,66,631,2084,265,249,2251,263,102,163,249,774,733,482,262,141,81,41,0,0,0,0,0,0,0
14/5/2022,2373,3,1340,29770,0,202,51,481,1639,213,167,1784,208,78,135,167,685,549,368,182,124,58,26,0,0,0,0,0,0,0
15/5/2022,2239,3,1263,30743,0,230,38,467,1504,227,158,1661,193,105,122,158,590,546,364,161,110,55,28,0,0,0,0,0,0,0
16/5/2022,1697,0,1548,30887,0,195,27,320,1155,156,117,1237,178,77,79,117,423,430,252,132,97,49,32,0,0,0,0,0,0,0
17/5/2022,1469,3,1836,30517,0,166,24,304,975,167,103,1047,152,81,86,103,351,331,239,126,83,48,21,0,0,0,0,0,0,0
18/5/2022,2017,4,2548,29979,0,163,36,419,1399,148,168,1521,180,62,86,168,533,458,329,201,99,51,30,0,0,0,0,0,0,0
19/5/2022,2124,1,2303,29797,0,214,32,439,1439,177,168,1590,189,79,98,168,527,545,332,186,98,59,32,0,0,0,0,0,0,0
20/5/2022,2063,3,2618,29237,0,203,37,454,1369,206,187,1488,178,86,120,187,508,464,315,201,96,46,36,0,0,0,0,0,0,0
21/5/2022,2021,1,3162,28093,0,173,34,403,1411,175,166,1463,200,70,105,166,504,460,317,182,115,53,32,0,0,0,0,0,0,0
22/5/2022,1817,3,3389,26519,1,176,43,357,1241,200,133,1285,199,68,132,133,452,413,261,159,103,57,39,0,0,1,0,0,0,0
23/5/2022,1544,3,2905,25156,0,115,31,323,1075,120,128,1140,155,35,85,128,376,363,242,159,79,52,24,0,0,0,0,0,0,0
24/5/2022,1918,22,2124,24948,0,161,23,403,1331,173,175,1397,173,77,96,175,481,451,304,161,105,43,25,0,0,0,0,0,0,0
25/5/2022,2430,12,2192,25180,1,167,39,466,1758,173,199,1833,209,55,118,199,711,564,347,211,119,60,30,0,0,1,0,0,0,0
26/5/2022,1845,9,1825,25197,0,185,15,353,1292,143,127,1396,177,60,83,127,468,503,270,155,98,54,25,0,0,0,0,0,0,0
27/5/2022,1877,4,1680,25392,3,212,32,389,1244,214,166,1289,208,97,117,166,396,387,343,163,113,65,30,0,0,3,0,0,0,0
28/5/2022,1645,1,1809,25226,5,147,22,363,1113,141,155,1209,140,59,82,155,428,370,265,146,83,35,22,0,0,3,0,0,0,0
29/5/2022,1155,3,1975,24401,3,94,16,232,813,102,88,843,113,42,60,88,251,273,194,125,70,29,14,0,0,3,0,0,0,0
30/5/2022,1325,2,1935,23787,0,148,15,269,893,122,114,939,146,57,65,114,295,304,227,113,79,47,20,0,0,0,0,0,0,0
31/5/2022,1451,6,2071,23160,23,125,19,318,989,121,147,1037,145,46,75,147,343,338,234,122,79,48,18,0,0,0,23,0,0,0
1/6/2022,1809,5,1911,23056,0,138,30,382,1259,152,166,1345,143,51,101,166,419,426,315,185,90,33,20,21,0,2,6,7,7,68
2/6/2022,1877,6,1715,23216,22,147,10,382,1338,127,166,1441,142,46,81,166,475,421,363,182,78,52,12,0,5,12,22,303,0,132
3/6/2022,1844,3,2005,23054,1,149,17,354,1324,145,159,1382,155,57,88,159,472,429,294,187,90,40,25,0,0,0,9,57,5,145
4/6/2022,1591,5,2185,22455,1,94,23,292,1182,129,98,1226,137,42,87,98,388,423,263,152,81,43,13,0,0,0,1,17,0,2
5/6/2022,1358,2,1620,22191,0,96,17,261,984,87,96,1043,129,39,48,96,360,327,211,145,75,35,19,0,0,0,0,0,0,0
6/6/2022,1330,4,1881,21638,0,105,13,224,988,99,82,1034,114,43,56,82,322,342,235,135,74,29,11,0,0,0,0,0,0,0
7/6/2022,1128,1,1547,21210,0,104,16,230,778,97,68,832,129,46,51,68,258,258,197,119,71,37,21,0,0,0,0,0,0,1
8/6/2022,1518,1,1125,21597,18,109,11,247,1151,94,70,1211,142,52,42,70,411,402,260,138,83,41,18,0,0,0,9,0,0,0
9/6/2022,1887,8,1399,22082,8,157,16,286,1428,140,94,1497,156,71,69,94,507,508,314,168,78,49,29,0,0,0,0,0,0,0
10/6/2022,2166,1,1488,22759,1,146,18,338,1664,129,88,1770,179,55,74,88,591,574,400,205,104,46,29,0,0,0,0,0,0,0
11/6/2022,1709,3,1746,22720,0,152,17,259,1281,144,70,1327,168,64,80,70,438,381,330,178,99,39,30,0,0,0,12,71,0,4
12/6/2022,1571,1,1887,22403,2,134,11,294,1132,119,90,1217,144,46,73,90,432,364,276,145,72,46,26,0,0,0,6,0,0,0
13/6/2022,2092,0,1876,22615,6,129,18,367,1578,132,101,1681,169,54,78,101,577,497,391,216,92,50,27,0,0,0,0,6,0,0
14/6/2022,1922,3,1564,22969,1,144,12,367,1399,154,131,1460,176,63,91,131,466,434,356,204,103,56,17,0,0,0,0,1,0,0
15/6/2022,2320,4,1390,23894,3,158,20,454,1688,179,167,1774,200,74,105,167,559,575,425,215,111,60,29,0,0,0,0,3,0,0
16/6/2022,2033,0,1337,24585,0,162,14,354,1503,151,128,1607,146,61,90,128,518,531,354,204,82,43,21,0,0,0,0,0,0,0
17/6/2022,2130,0,1080,25634,1,164,23,385,1558,138,113,1687,192,54,84,113,575,521,362,229,101,67,24,0,0,0,0,1,0,0
18/6/2022,2127,0,1390,26370,0,151,19,396,1561,173,121,1642,191,57,116,121,604,502,334,202,99,58,34,0,0,0,0,0,0,0
19/6/2022,1690,10,2108,25952,0,130,12,286,1262,125,79,1334,152,58,67,79,501,405,280,148,73,47,32,0,0,0,0,0,0,0
20/6/2022,2093,1,2082,25960,1,132,12,361,1588,140,107,1670,176,55,85,107,582,524,352,212,85,64,27,0,0,0,0,1,0,0
21/6/2022,1921,114,1716,26163,0,141,19,336,1425,153,117,1429,222,58,95,117,446,456,323,204,124,60,38,0,0,0,0,0,0,0
22/6/2022,2425,8,1550,27034,0,195,15,451,1764,167,200,1822,224,78,89,200,628,559,387,248,124,52,48,0,0,0,0,0,0,0
23/6/2022,2796,209,2503,27326,83,171,16,501,2108,172,173,2196,254,74,98,173,765,720,431,280,155,69,30,0,0,0,0,83,0,0
24/6/2022,2512,194,1580,28255,10,187,20,452,1853,157,188,1893,274,73,84,188,612,641,407,233,149,86,39,0,0,0,0,10,0,0
25/6/2022,2302,2,2539,28018,39,180,15,409,1698,149,152,1715,282,73,76,152,579,546,346,244,147,76,59,0,0,0,19,20,0,0
26/6/2022,2003,3,1861,28159,1,169,19,365,1450,176,141,1499,185,70,106,141,488,476,352,183,99,55,31,0,0,0,0,1,0,0
27/6/2022,1894,6,1944,28101,9,156,21,362,1355,147,152,1368,219,51,96,152,454,402,304,208,105,66,48,0,0,0,0,9,0,0
28/6/2022,2025,20,2367,27755,2,175,24,424,1402,182,147,1477,217,67,115,147,505,477,319,176,103,77,37,0,0,0,1,1,0,0
29/6/2022,2605,3,1633,28722,0,199,26,547,1833,203,226,1959,216,88,115,226,694,609,407,249,129,51,36,0,0,0,0,0,0,0
30/6/2022,2867,4,2145,29442,6,245,14,545,2063,237,229,2137,263,95,142,229,732,731,449,225,139,79,45,0,0,0,0,6,0,0
1/7/2022,2773,4,1984,30225,1,236,17,575,1945,219,229,2047,277,87,132,229,715,668,415,249,132,81,64,5,0,23,3,4,0,37
2/7/2022,2527,4,2359,30393,46,271,19,470,1767,227,153,1914,233,99,128,153,663,645,398,208,139,58,36,0,1,15,4,161,1,94
3/7/2022,2536,3,3123,29801,6,189,22,475,1850,198,167,1889,281,84,114,167,649,622,381,237,154,83,44,0,0,3,3,369,8,104
4/7/2022,1918,2,2321,29390,3,140,14,375,1389,142,142,1437,197,58,84,142,463,485,308,181,103,53,41,0,0,1,10,2,0,31
5/7/2022,2932,2,2292,30027,26,190,22,560,2160,209,217,2219,271,92,117,217,758,747,492,222,154,72,45,0,0,0,0,0,0,0
6/7/2022,3561,9,2035,31548,1,291,25,653,2592,272,300,2671,318,121,151,300,875,835,604,357,163,106,49,0,0,0,0,0,0,0
7/7/2022,4020,9,1718,33847,0,267,27,755,2971,289,280,3109,309,106,183,280,1079,1009,672,349,184,79,46,0,0,0,0,0,0,0
8/7/2022,3589,3,2224,35206,22,287,20,632,2650,252,201,2773,361,116,136,201,1002,902,561,308,211,89,61,0,0,0,0,0,0,0
9/7/2022,2799,2,2666,35331,14,247,18,489,2045,209,193,2096,278,99,110,193,733,673,422,268,137,72,69,0,0,0,3,2,0,0
10/7/2022,3264,5,2703,35890,5,251,24,554,2435,237,204,2480,343,101,136,204,863,794,543,280,194,97,52,0,0,0,0,0,0,0
11/7/2022,2417,4,2536,35766,0,216,15,460,1726,205,174,1781,255,101,104,174,598,599,374,210,126,84,45,0,0,0,1,3,0,1
12/7/2022,2345,3,2384,35724,1,196,16,428,1705,191,154,1729,263,85,106,154,550,571,397,211,143,83,37,0,0,0,5,31,0,0
13/7/2022,3934,7,2747,36902,3,259,10,726,2939,236,298,2996,401,109,127,298,1052,994,614,336,217,112,72,0,0,0,0,3,0,0
14/7/2022,4098,5,2071,38921,0,324,25,701,3048,302,256,3146,394,137,165,256,1061,1070,642,373,216,109,69,0,0,0,0,0,0,0
15/7/2022,5230,11,2927,41216,0,339,34,928,3929,341,300,4082,506,146,195,300,1446,1349,817,470,272,160,74,0,0,0,0,0,0,0
16/7/2022,5047,3,3770,42489,0,376,30,913,3728,350,296,3871,528,146,204,296,1372,1226,825,448,293,156,79,0,0,0,0,0,0,0
